Cycle No.,Cyctype,Date,Site,Location,Group,Plot,New tags ,Dead tags,Species,Tagstatus,,October dead cycle,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,2,7,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,2,8,NA,Olea,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,2,9,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,2,10,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,1,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,2,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,3,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,4,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,5,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,6,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,7,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,8,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,9,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,10,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,11,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,12,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,13,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,5,14,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,3,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,4,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,5,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,6,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,7,NA,UID(u),,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,8,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,9,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,10,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,6,11,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,1,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,2,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,3,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,4,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,5,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,6,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,7,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,8,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G2,7,9,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,1,2,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,1,3,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,1,4,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,1,5,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,1,6,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,1,7,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,1,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,2,NA,Psy flav,UT,Broken,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,3,NA,Symp,UT,Broken,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,4,NA,Symp,UT,Broken,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,5,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,6,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,7,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,2,8,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,5,1,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,5,2,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,1,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,2,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,3,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,4,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,5,NA,Symp,UT,broken,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,6,NA,Symp,UT,broken,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,7,NA,Symp,UT,broken,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,8,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,9,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,10,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,6,11,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,1,NA,CL,,Cinam like spherical seed,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,2,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,3,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,4,NA,Symp,,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,5,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,6,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,7,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,8,NA,Symp,UT,broken,,,,,,,,,
9,N,26-Jul-16,S18,L1,G3,7,9,NA,Symp,UT,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,1,1,NA,Cinnamomum 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,2,NA,Humb,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,3,NA,Climber 2,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,4,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,5,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,6,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,7,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,8,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,9,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,10,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,2,11,NA,Psy flav,UT,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,5,NA,NA,,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,6,1,NA,Humb,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,6,2,NA,Humb,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G1,7,NA,NA,,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,1,2,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,1,3,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,1,4,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,1,5,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,1,6,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,1,NA,Litsea sp.,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,2,NA,UID 27,,Flat brown seed,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,3,NA,Humb,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,4,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,5,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,6,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,7,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,8,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,9,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,10,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,11,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,2,12,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,1,NA,UID 27,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,2,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,3,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,4,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,5,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,6,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,7,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,8,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,9,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,10,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,11,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,5,12,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,6,1,NA,UID 1,UT,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,2,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,3,NA,UID 27,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,4,NA,UID 27,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,5,NA,UID 27,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,6,NA,UID 27,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,7,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,8,NA,Climber 1,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G2,7,9,NA,Psy flav,,,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,1,NA,UID 28,,"Ovoid seed, remniscent of climber 1 without wings",,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,2,NA,Dio 3,,"Slightly hairy, shaped a bit like Harpulea",,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,3,NA,Litsea 3,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,4,NA,Litsea 3,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,5,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,6,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,7,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,8,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,9,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,10,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,11,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,12,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,13,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,14,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,15,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,16,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,17,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,18,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,19,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,20,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,21,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,22,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,23,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,24,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,25,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,26,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,27,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,28,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,29,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,30,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,31,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,32,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,33,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,34,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,35,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,36,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,37,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,38,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,39,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,40,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,41,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,42,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,43,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,44,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,45,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,46,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,47,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,48,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,49,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,50,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,51,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,52,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,53,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,54,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,55,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,56,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,57,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,58,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,59,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,60,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,61,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,62,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,63,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,64,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,65,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,66,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,67,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,68,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,69,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,70,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,71,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,72,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,73,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,74,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,75,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,76,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,77,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,78,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,79,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,80,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,81,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,82,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,83,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,84,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,85,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,86,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,87,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,88,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,89,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,1,90,NA,Psy flav,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,2,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,3,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,4,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,5,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,6,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,7,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,8,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,9,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,10,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,11,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,12,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,13,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,14,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,15,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,16,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,17,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,18,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,19,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,20,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,21,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,22,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,23,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,24,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,25,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,26,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,27,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,28,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,29,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,30,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,31,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,32,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,33,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,34,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,35,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,36,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,37,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,38,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,39,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,40,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,41,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,42,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,43,NA,UID(u),,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,44,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,45,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,46,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,47,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,48,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,49,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,50,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,51,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,52,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,2,53,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,1,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,2,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,3,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,4,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,5,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,6,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,7,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,8,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,9,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,10,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,11,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,12,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,13,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,14,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,15,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,16,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,17,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,18,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,19,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,20,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,21,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,22,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,23,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,24,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,25,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,26,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,27,NA,SR,,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,28,NA,UID(u),UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,29,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,30,NA,SR,UT,Pig attack,,,,,,,,,
9,N,26-Jul-16,S19,L1,G3,5,31,NA,SR,UT,Pig attack,,,,,,,,,
